metryczka.plec,metryczka.wiek,metryczka.miejsce,metryczka.wyksztalcenie,metryczka.nauka,metryczka.praca,metryczka.osoby,metryczka.dzieci,metryczka.zakupy,metryczka.przygotowanie,metryczka.sytuacja,metryczka.wiedza,metryczka.dieta,fcq.dieta_kalorie,fcq.cena_wartosc,fcq.eko_opakowana,fcq.eko_produkowana,fcq.dieta_tluszcz,fcq.pol_pochodzenie,fcq.eko_bezgmo,fcq.dieta_wit-i-min,fcq.dieta_bezdodatkow,fcq.dieta_odzywcza,fcq.dieta_bialko,fcq.dieta_naturalna,fcq.hed_zdziecinstwa,fcq.hed_odprezajaca,fcq.hed_wygodna,frl.nowe_zawartosc,frl.dieta_odzywcza,frl.cena_info,frl.nowe_etykiety,frl.dieta_naturalna,frl.dieta_bezdodatkow,frl.dieta_wartosc,fns.nowe_ufnosc,fns.nowe_przyjecia,cet.pol_bezrobocie,cet.pol_niedostepne,cet.pol_nieprodukowane,mgr.nowe_marki,mgr.hed_przepis,mgr.hed_przyjemnosc,mgr.hed_niesmaczna,mgr.pol_swieza,mgr.pol_tania,mgr.pol_smaczna,mgr.nowe_sklad,mgr.hed_wrazenie,mgr.hed_zakupy,mgr.hed_szybko,ziemniak.cena,ziemniak.miejsce,ziemniak.swiezosc,ziemniak.rodzaj,ziemniak.kraj,ziemniak.barwa,ziemniak.wyglad,ziemniak.spozycie,ziemniak.okres,ziemniak.sklep,ziemniak.opakowanie,ziemniak.obrobka,ziemniak.potrawy,ziemniak.zdrowotnosc,ziemniak.smak,ziemniak.jakosc,ziemniak.produkty,pomidor.cena,pomidor.miejsce,pomidor.swiezosc,pomidor.rodzaj,pomidor.kraj,pomidor.barwa,pomidor.slodkosc,pomidor.miekkosc,pomidor.spozycie,pomidor.okres,pomidor.sklep,pomidor.obrobka,pomidor.potrawy,pomidor.zdrowotnosc,pomidor.smak,pomidor.jakosc,pomidor.produkty,jablko.cena,jablko.miejsce,jablko.swiezosc,jablko.rodzaj,jablko.kraj,jablko.barwa,jablko.miekkosc,jablko.slodkosc,jablko.spozycie,jablko.okres,jablko.sklep,jablko.obrobka,jablko.potrawy,jablko.zdrowotnosc,jablko.smak,jablko.jakosc,jablko.produkty,pomarancza.cena,pomarancza.miejsce,pomarancza.swiezosc,pomarancza.rodzaj,pomarancza.kraj,pomarancza.barwa,pomarancza.miekkosc,pomarancza.slodkosc,pomarancza.spozycie,pomarancza.okres,pomarancza.sklep,pomarancza.obrobka,pomarancza.potrawy,pomarancza.zdrowotnosc,pomarancza.smak,pomarancza.jakosc,pomarancza.produkty,makaron.cena,makaron.miejsce,makaron.swiezosc,makaron.rodzaj,makaron.kraj,makaron.barwa,makaron.marka,makaron.spozycie,makaron.okres,makaron.sklep,makaron.obrobka,makaron.potrawy,makaron.zdrowotnosc,makaron.smak,makaron.jakosc,platki.cena,platki.miejsce,platki.swiezosc,platki.rodzaj,platki.kraj,platki.blonnik,platki.marka,platki.sklep,platki.spozycie,platki.obrobka,platki.potrawy,platki.zdrowotnosc,platki.smak,platki.jakosc,pieczywo.cena,pieczywo.miejsce,pieczywo.swiezosc,pieczywo.rodzaj,pieczywo.kraj,pieczywo.barwa,pieczywo.ziarna,pieczywo.blonnik,pieczywo.sklep,pieczywo.spozycie,pieczywo.opakowanie,pieczywo.obrobka,pieczywo.potrawy,pieczywo.zdrowotnosc,pieczywo.smak,pieczywo.jakosc
1,21,0.0458827186620768,0.5,1,0.5,5,3,1,1,1,1,0,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,1,0,0.5,0.5,1,0.5,1,1,1,1,1,0.5,0.5,1,1,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.0555555555555556,0,0.25,0,0,1,1,1,1,0,0.75,0.75,1,0.75,0.75,0.75,0.25,0.75,0.208333333333333,1,0.25,0,1,1,1,1,0.333333333333333,0.75,0.75,0.75,1,1,1,1,0.5,0.24,0,0.25,0,0,1,1,1,0.5,0.75,1,1,1,1,1,1,0.25,0.333333333333333,1,0.25,0.5,1,1,1,1,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0552754435107376,0,0.75,0,1,0.5,1,1,0.75,0.75,0.75,0.75,0.75,1,1,0.75,0.5,0,0.5,1,1,1,0.75,0.75,0.75,1,1,1,1,1,0.25,0.1,0,1,0.5,1,1,1
1,26,0.00771282828772078,1,0,1,4,0,0.5,0.5,1,1,0,0.5,1,1,0.5,0.5,0.5,0,1,1,1,0.5,1,0.5,0,0,0.5,0,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.75,0.25,0.75,0.5,0.25,0.5,0.75,0.0470588235294118,0,0.75,0.833333333333333,0,1,1,1,1,0.75,0.25,0.5,1,1,0.25,0.5,0.25,0.25,0.0392156862745098,0,0.75,0,1,1,1,1,0.5,0.25,0.25,0.75,0.5,0.5,0.75,0.25,0.5,0.0533333333333333,0,0.75,0,1,1,1,1,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.133333333333333,0,0.75,0,0,1,1,1,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.132586367880486,0,0.75,0,1,0.5,1,1,0.25,0.25,0.25,1,0.25,0.25,0.5,0.75,0.0694444444444444,0,0,1,1,1,0.25,0.25,1,0.75,0.25,0.75,0.5,0.5,0.75,0.048,0,0,0,1,1,1
1,24,1,0.75,1,0,2,0,1,1,1,0.5,0,0,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,1,0.75,0.75,1,0.25,0.5,0.5,0.75,0.0277777777777778,0,0.5,0.333333333333333,0,1,1,1,1,0.5,0.75,0.25,0.75,0.75,0.75,0.75,0.25,0.5,0.00784313725490196,1,0.75,0,1,1,0,0,0.333333333333333,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.0533333333333333,0,0.5,0,1,1,1,1,0.25,1,0.5,0.75,0.75,0.25,0.25,0.5,0,0.333333333333333,1,0.75,0.5,0.5,1,0,0,0.5,0.75,0,0.25,0.5,0,0.5,0.5,0.0324463118580766,0,0.75,0,1,0.5,1,1,0.75,0,0.25,0.75,0,0.25,0.75,0.75,0.0451388888888889,0,0,0.5,1,0.5,0.5,0.75,1,0.75,0.75,1,0.5,0.5,0.25,0.0213333333333333,0,0,0.5,1,1,0.5
1,21,1,0.5,1,0.5,4,1,1,1,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0.5,1,0,0.5,0.5,1,0,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.25,1,0.5,0.25,0.25,0,0.0166666666666667,0,0.25,0,0,1,0.5,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,1,1,1,0.833333333333333,0.5,0.5,1,0.75,0.5,0.75,0.5,0.5,0.0533333333333333,0,1,0,0,1,1,1,0.25,0.75,0.5,1,0.75,0.5,0.75,0.5,0.5,0.0333333333333333,0,1,0,0,1,1,1,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.75,0.0333333333333333,0,1,0,1,0.5,1,1,0.5,0.5,0.5,0.75,0.5,0.5,0.75,1,0.0740740740740741,0,0,0.5,1,0.5,0.25,0.5,1,1,0.25,0.75,0.75,0.5,1,0.0428571428571429,0,0.5,0,0.5,1,1
1,21,0.0458827186620768,0.5,1,0.5,4,1,1,1,0.5,1,0,0.5,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1,0,0.5,0,1,1,1,1,1,0.5,0.5,0.5,1,0,0.5,0.5,1,0.5,0,1,0.5,1,1,0.5,0.5,0.5,0.5,0.75,0.75,1,1,0.75,0.5,1,0.166666666666667,0,0.25,0.333333333333333,0,1,1,1,1,0.75,0.75,0.5,1,0.5,0.5,0.5,0.5,0.25,0.147058823529412,0,0.5,0,1,1,1,1,0.666666666666667,0.5,0.75,1,1,1,0.75,0.75,0.5,0.133333333333333,0,0.25,0,0.5,0.5,1,1,0.5,0.5,0.75,1,0.25,0.25,0.5,0.5,0.25,0.0111111111111111,1,0.75,0,0,0.5,1,1,0.5,0.5,0,0,0.75,0,0.25,0.75,0.0333333333333333,0,0.75,0,1,0,1,1,0.5,0,0,0.75,0,0.75,0.5,0.75,0.00802469135802469,0,0,0.5,0.5,1,0.25,0.5,1,0.75,1,0.75,0.75,0.75,0.5,0.247619047619048,0,0,0,0.5,0.5,1
1,24,0.0458827186620768,0.75,1,0,5,3,0.5,1,1,1,0,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,0.5,1,0,0.5,1,0.75,0.25,1,0.5,1,0,1,0.111111111111111,0,0.75,0.333333333333333,0,1,1,1,1,0.5,0.5,0.25,0.75,1,0.5,0.75,0.5,0.5,0.00490196078431373,1,0.75,0.5,1,1,1,1,0.5,0.75,0.25,1,0.5,1,0.25,0.25,0.5,0.0133333333333333,0,0.75,0,1,1,1,1,0.25,0.75,0.25,0.75,0.5,0.5,0.75,1,0,0.0111111111111111,1,0.75,0,0.5,1,0.5,0.5,0.5,0.75,0.25,0,0,0.5,0,0.5,0.127450980392157,0,0.75,0,1,0,0.5,0.5,1,0,0,0.75,0.5,0.5,0.5,0.75,0.833333333333333,0,0,0.5,1,0,0.75,1,1,1,1,1,1,0.75,0.5,0.357142857142857,0,1,0.5,1,1,1
0,24,1,0.75,1,0.5,2,0,1,1,1,0.5,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0.5,0.25,0.75,0.25,0.5,0.5,0.25,0.0444444444444444,0,0.75,0.333333333333333,1,1,1,1,1,0.75,0.75,0.25,1,0.25,0.5,0.5,0.25,0.5,0.00163398692810457,0,0.75,0,1,1,1,1,0.5,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.25,0.0333333333333333,0,0.75,0,0.5,1,1,1,0.75,0.5,0.25,0.75,0.5,0.25,0.5,0.25,0.25,0.0333333333333333,0,0.75,1,0,1,1,1,1,0.75,0,0.5,0.25,0.25,0.25,0.25,0.112044817927171,0,0.75,0,1,0.5,1,1,0.75,0.25,0.5,0.75,0.25,0.25,0.25,0.75,0.111111111111111,0,0,0,0.5,0.5,0.75,0.75,1,0.75,0.75,0.25,0.75,0.5,0.5,0.514285714285714,0,1,0,1,1,1
1,24,0.0458827186620768,0.75,0,0.5,2,0,1,1,1,1,0,1,1,1,0.5,1,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.75,1,0.25,0.5,0.25,0.5,0.00185185185185185,0,0.75,0.333333333333333,0.5,1,0,0.5,0.5,0,0.75,0.5,1,0.75,0.75,0.75,0.5,0.75,0.416666666666667,0,0.75,0,0.5,1,1,1,0.333333333333333,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.4,0,0.75,0,0,1,1,1,0,1,0.5,1,0.75,0.75,0.75,0.5,0.5,0.0111111111111111,0,0.75,0,0,1,1,1,0.5,0.75,0.25,0.25,0,0.25,1,0,0.0315126050420168,0,0.75,0,1,0.5,1,1,0.5,0,0.75,1,0.5,1,0,0.75,0.240740740740741,0,0,1,1,1,0.75,0.75,0.75,1,0.5,1,1,1,0.75,0.114285714285714,1,0,0,0,0,0
1,22,1,0.5,1,0,1,0,1,1,1,1,0,0.5,1,1,0.5,0.5,0,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,1,1,1,1,1,0.5,0.5,0,1,0,0,0,1,0,1,1,0,0,0,0.5,0,0.5,0.5,0.75,0.75,1,0.75,0.75,0.5,0.5,0.00185185185185185,0,1,0.833333333333333,0,1,0.5,0.5,1,0.75,0.75,0.75,1,0.5,0.75,1,0.25,0.75,0.208333333333333,0,1,1,1,1,0.5,1,0.5,1,0.5,1,1,0.75,1,0.5,0.25,0.133333333333333,0,1,0.5,1,1,1,1,0.5,1,0.75,1,1,1,1,1,0,0.133333333333333,0,1,0,1,1,1,1,0.5,1,0.5,1,1,0.5,1,1,0.141923436041083,0,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,0.255555555555556,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.0582857142857143,0,1,1,1,1,1
1,24,0.00771282828772078,0.75,1,0.5,1,0,1,1,1,1,1,0.5,1,1,0.5,0.5,1,0.5,1,1,1,0.5,1,0.5,0,0.5,1,1,0.5,1,1,1,0.5,0.5,1,0,1,1,1,0.5,1,1,1,0,1,0,0.5,0.5,0.5,0,0.5,0.75,0.75,1,1,1,0.0277777777777778,0,1,0.5,0,1,1,1,1,0,0.75,0.5,1,0.75,0.5,1,0.5,1,0.25,0,1,0,1,1,1,1,0.666666666666667,0.5,0.5,1,1,0.75,1,1,0,0.4,0,1,0,0,1,1,1,0.25,0.5,0.5,1,1,0.75,1,1,0.5,0.0111111111111111,1,1,1,0,1,1,1,0.5,0.75,0.5,0.5,1,0.25,0.75,1,0.0528851540616246,0,1,0,1,1,1,1,1,0.5,0.5,1,0.25,1,1,1,0.0763888888888889,0,0,1,1,1,1,1,1,1,1,1,1,1,0.25,0.2,1,0,0,1,1,1
1,22,1,0.5,1,0.5,3,0,1,0.5,1,0.5,0,0.5,1,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.75,1,0.25,1,1,0.0416666666666667,0,0.25,1,0,1,0.5,0.5,1,0.75,0.5,0,0.75,0.75,0.25,1,0.25,0.75,0.138888888888889,0,1,0,1,1,1,1,0.5,0,0.25,0.5,1,0.5,0.75,1,0.5,0.0533333333333333,0,1,0,0,1,1,1,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0,0.0833333333333333,0,1,0.5,0,0.5,1,1,0.5,0.25,0,0,0.75,0,1,0.75,0.123249299719888,0,1,0,1,0.5,1,1,0.25,0,0.25,0.5,0,0,1,1,0.0694444444444444,0,0,1,1,1,0.25,0.75,1,1,0.25,1,1,0.25,0.75,0.428571428571429,0,1,0.5,0.5,1,1
1,20,0,0.5,1,0.5,6,4,0.5,1,1,1,1,0,1,0.5,0,0,0,1,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,0,1,1,0.5,0.5,1,0.5,0.5,0,0.5,0.5,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,1,1,1,0.75,0.75,0,1,0.5,0.25,0.75,0.5,0.75,1,0,0.75,0,1,1,1,1,0.5,0.5,0,0.75,0.75,0.5,0.75,1,0.5,0.0533333333333333,0,0.75,0,1,1,1,1,0,0.75,0,0.75,0.75,0.25,0.5,0.75,0.25,0.0833333333333333,1,0.75,0,0.5,1,1,1,1,0.5,0,1,0.75,0,0.25,0.75,0.0560224089635854,0,0.75,0,1,1,1,1,0.75,0.5,1,0.75,0.25,0.5,0.25,0.75,0.833333333333333,0,1,1,1,1,0.75,0.5,1,0.75,0.25,0.75,1,0.75,0.5,0.0857142857142857,1,0,0.5,1,1,1
1,23,1,0.75,1,0,3,0,0.5,0.5,1,0.5,0,0.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,0,0.75,0,0.75,0.0888888888888889,1,0.25,0.666666666666667,0,1,0.5,1,1,0.75,0.5,0.5,1,0.25,0.5,0.5,0,0.5,0.0457516339869281,1,0.75,0,1,1,1,1,0.5,0.5,0.5,1,0.75,0.75,0,0.5,0.5,0.0533333333333333,1,0.25,0,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.0111111111111111,0,0.75,0,1,1,1,1,1,0.5,0.5,1,0.25,0.5,0.5,0.5,0.0322128851540616,0,0.75,0,1,0.5,1,1,0.5,0.5,1,0.75,0.75,0.5,0.5,0.75,0.0740740740740741,0,0.5,1,1,1,0.5,0.5,1,0.75,0.75,0.75,0.75,0.5,0.25,0.178285714285714,0,0.5,0,0.5,1,1
1,23,0,0.75,1,0,5,3,1,1,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,1,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.105882352941176,0,NA,NA,0.5,1,0.5,1,1,0.5,0.75,0.25,0.75,1,0,1,0.5,0.75,0.0261437908496732,0,0.75,0.5,1,1,1,1,0.333333333333333,0.5,0.25,0.75,0.5,0.25,0.75,0.75,0.5,0.00444444444444444,0,0.25,0,0,1,1,1,0.5,0.75,0,0.5,0.75,0,0.5,0.75,0.5,0.0111111111111111,0,0.75,0,0,1,1,1,0.5,0.5,0,0,1,0,0.25,0,0.00441954559601618,0,0.75,1,1,0.5,1,1,0.5,0.25,0.5,1,0,0,0.5,0.75,0.00648148148148148,1,0,0.5,0.5,0.5,0.5,0.5,1,0.75,0.25,0.75,0.75,0.5,0.75,0.135714285714286,1,0.5,0,0.5,1,1
1,21,0,0.5,1,0.5,5,0,0.5,1,1,1,1,0,0.5,0.5,0.5,0,0.5,0.5,1,1,1,0,1,0,0.5,0,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.25,1,0.75,0.75,0.5,0.5,0.277777777777778,0,0.25,0.333333333333333,0,1,1,1,1,0.25,0.5,0.5,1,0.75,0.75,1,0.5,0.75,0.0222222222222222,0,0.75,0.5,1,1,1,1,0.333333333333333,0,0.75,1,0.75,1,0.75,1,0.25,0.0333333333333333,0,0.75,0.5,1,1,1,1,0.25,0.5,0.5,1,0.25,0.25,0.25,0.75,0,0.0833333333333333,0,0.75,1,0.5,1,0.5,0.5,0,0.25,0.25,0.75,1,0.75,1,0.75,0.0515406162464986,0,0.75,0,1,1,1,1,0.5,0.25,0.75,1,0.75,0.75,0.75,0.75,0.277777777777778,0,0.5,1,1,1,0.25,1,1,1,1,1,1,1,0.25,0.048,0,0,0.5,1,1,1
1,24,0,0.75,0,1,7,1,1,0.5,1,1,0,0,1,0.5,0.5,0,1,0,1,1,1,0.5,1,0.5,0.5,0,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0.5,1,1,1,1,0.5,0,1,1,0.5,1,0.75,0.75,0.2,0,0,0.333333333333333,0,1,1,1,1,0.25,0.5,1,1,1,0.75,0.75,0.5,1,0.333333333333333,0,0,0,1,1,1,1,0.333333333333333,0.5,1,1,0.75,1,1,1,0.25,0.133333333333333,0,0,0,1,1,1,1,0.5,0.5,0.5,0.75,0.75,0.5,0.5,1,0.75,0.0333333333333333,0,0.5,1,0,1,1,1,0.5,0.75,0,0.5,1,1,0.75,0.75,0.235294117647059,0,0.75,0,1,0,0,0,0.75,0.25,0.5,1,1,0.75,0.5,1,0.0694444444444444,0,0,1,0,0.5,0.75,1,1,1,1,1,1,1,0.25,0.228571428571429,0,0,1,1,1,1
1,23,1,0.75,1,0,4,2,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0,1,0,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.75,0.5,0.75,0.25,1,0.222222222222222,0,0.75,0.333333333333333,0,1,1,1,1,0.75,0.75,0.5,0.75,0.75,0.5,1,0,0.75,0.117647058823529,0,0.75,0,1,1,1,1,0.666666666666667,0.75,0.5,0.75,0.75,0.75,1,1,0.75,0.0333333333333333,0,0.75,0,1,1,1,1,0.5,0.5,0.5,0.75,1,0.75,1,1,0,0.133333333333333,0,0.75,0,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.25,0.25,0.0552754435107376,0,0.75,0,1,0,1,1,0.75,0.5,0.75,0.75,0.75,0.25,0.25,0.75,0.0740740740740741,1,0.5,1,1,1,0.5,1,1,1,1,1,0.75,0.25,0.25,0.4,0,0,1,0,1,1
1,23,1,0.75,1,0,3,0,0,0,0.5,1,0,0,1,0.5,0.5,0,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,0,0,1,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.75,0.266666666666667,0,1,1,1,1,1,1,1,0.5,0.75,0.75,0.75,0.75,0.5,1,0.25,1,0.0277777777777778,0,1,0,1,1,1,1,0.5,0.75,0.5,1,0.5,0.25,0.75,0.75,0.5,0.133333333333333,0,1,0.5,0.5,1,1,1,0.25,0.75,0.75,0.75,0.75,0.25,0.75,0.75,0.25,0.0111111111111111,0,1,0.5,0.5,1,1,1,0.5,0.75,0.75,0.5,0.75,0.5,1,0.75,0.141456582633053,0,1,0.5,1,1,1,1,0.75,0.75,0.5,1,0.25,0.5,0.75,1,0.0101851851851852,0,1,0.5,1,1,0.75,0.75,0.75,0.75,0.5,1,0.5,0.25,0.5,0.304761904761905,0,0.5,0,0.5,1,1
1,24,1,1,1,0.5,1,0,1,1,1,1,1,0.5,1,0,0,0.5,0.5,1,1,1,1,1,1,0,0.5,0.5,1,1,0,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.5,0.5,1,0.5,0.5,0.25,0,0.25,1,0.75,0.75,0.75,0.5,0.25,0.0555555555555556,0,0,0,1,1,1,1,0.666666666666667,0,0,0,0,0,0,0.25,0.5,0.133333333333333,0,1,0,1,1,1,1,0.75,0.25,0,0.75,0,0.25,0,0.25,0.25,0.133333333333333,0,1,0,1,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0.5,1,0.5,1,0,0,0,0,0,0.75,0,0,0.0305555555555556,0,1,1,1,1,0,0.5,1,1,0,0.5,1,1,0.25,0.00133333333333333,0,0,1,1,1,1
1,25,1,1,1,0.5,1,0,1,1,1,1,0,1,1,1,0.5,0.5,0,0,1,1,1,0.5,1,0,0.5,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.5,0.5,0.5,0,0,1,1,0.5,0.25,0.75,0.75,0,0,1,1,0.0416666666666667,0,1,0.333333333333333,0,1,1,1,1,0.5,0.75,0.5,0.75,0.75,0,1,0.75,1,0.0065359477124183,0,1,0,1,1,1,1,0.5,1,0.5,0.75,1,0,1,1,0.5,0.0333333333333333,0,1,0,0.5,1,1,1,0,0.75,0.5,0.75,1,1,1,0.75,0.75,0.133333333333333,0,1,0,0,1,1,1,0.5,0,0.5,0.75,1,1,0.5,1,0.128851540616246,0,1,0,1,1,1,1,0.5,0.5,0.75,1,0,0.75,1,1,0.0101851851851852,0,0,1,0.5,0.5,0.25,1,1,1,0,1,1,1,0.5,0.266666666666667,1,0,0.5,1,1,1
1,24,1,0.75,1,0,3,0,1,0.5,1,1,1,0.5,1,1,1,0,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0,0.5,1,0,0,0.5,0.75,0.75,1,0.25,0.5,0.5,1,0.00555555555555556,0,0.25,1,0.5,1,1,1,1,0,0.75,0.25,1,0.75,0.75,1,0.5,0.75,0.0138888888888889,1,0.25,0,1,1,1,0.5,0.333333333333333,1,0.75,0.75,1,0.75,1,0.25,0.25,0.0333333333333333,0,0.25,0,1,1,1,1,0,0.75,0.25,0.75,0.75,0,0.75,0.75,0.25,0.0111111111111111,0,1,1,0,1,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0,1,1,0.75,0.25,0.75,0.75,1,0.5,0.5,1,0.00925925925925926,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,1,1
1,18,1,0.25,1,0,5,3,0.5,0.5,1,1,0,0.5,1,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,1,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0,0,0.5,0.5,0.75,0.75,0.75,0,0,0.5,0.5,0.166666666666667,0,0.75,0.5,0,1,0.5,1,1,0.5,1,0.75,1,0.75,0.25,0.75,0.5,0.75,0.0588235294117647,0,0.75,0,1,1,1,1,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.25,0.75,0.0333333333333333,0,0.5,0,1,1,1,1,0.75,0.75,0,0.75,0.25,0,0,0.5,0.25,0.0111111111111111,1,1,1,0,1,1,0.5,0.5,1,0.5,0,1,0,1,0.25,0.123249299719888,0,0.75,0,1,0,1,1,1,0.25,0,0.5,0,0,0.75,0.75,0.333333333333333,0,0,0,1,1,0.75,0.75,1,1,0,0.75,0.75,0,0.5,0.285714285714286,0,0,1,0,1,1
0,24,1,0.75,1,0,4,0,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,1,1,1,0.5,0,1,0,0,0,0,0,1,0,0,0,0.5,0.5,1,1,0,0.5,0.5,0.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.5,1,1,0.5,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0.5,0.5,0.5,0.5,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,0.5,0.5,0.5,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,0.5,0.5,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,1,1,0.5,0.5,1,0,0.5,0.75,0,0,0,0.75,0.0486111111111111,0,0.5,1,1,1,0.75,0,1,0.5,0,0.5,0,0,0.75,0.542857142857143,0,0,1,1,1,1
